tour,calendar_year,date,event_name,event_id,sg_categories,traditional_stats
pga,2019,2019-09-29,Safeway Open,464,yes,yes
pga,2019,2019-09-22,Sanderson Farms Championship,54,yes,yes
euro,2019,2019-09-22,BMW PGA Championship,2019080,no,no
pga,2019,2019-09-15,A Military Tribute at The Greenbrier,490,yes,yes
euro,2019,2019-09-15,KLM Open,2019078,no,no
euro,2019,2019-09-08,Porsche European Open,2019076,no,no
kft,2019,2019-09-02,Korn Ferry Tour Championship presented by United Leasing & Finance,45,no,no
euro,2019,2019-09-01,Omega European Masters,2019074,no,no
euro,2019,2019-08-25,Scandinavian Invitation,2019072,no,no
pga,2019,2019-08-25,TOUR Championship,60,yes,yes
kft,2019,2019-08-25,Albertsons Boise Open presented by Kraft Nabisco,27,no,no
kft,2019,2019-08-18,Nationwide Children's Hospital Championship,94,no,no
euro,2019,2019-08-18,D+D Real Czech Masters,2019070,no,no
pga,2019,2019-08-18,BMW Championship,28,yes,yes
pga,2019,2019-08-11,THE NORTHERN TRUST,27,yes,yes
kft,2019,2019-08-11,WinCo Foods Portland Open presented by KraftHeinz,111,no,no
pga,2019,2019-08-04,Wyndham Championship,13,yes,yes
kft,2019,2019-08-04,Ellie Mae Classic at TPC Stonebrae,99,no,no
kft,2019,2019-07-28,Price Cutter Charity Championship presented by Dr Pepper,22,no,no
pga,2019,2019-07-28,Barracuda Championship,472,yes,basic
pga,2019,2019-07-28,World Golf Championships-FedEx St. Jude Invitational,476,yes,yes
pga,2019,2019-07-21,Barbasol Championship,518,yes,yes
pga,2019,2019-07-21,The Open Championship,100,no,basic
kft,2019,2019-07-21,Pinnacle Bank Championship presented by Chevrolet,123,no,no
pga,2019,2019-07-14,John Deere Classic,30,yes,yes
kft,2019,2019-07-14,TPC Colorado Championship at Heron Lakes,130,no,no
euro,2019,2019-07-14,Aberdeen Standard Investments Scottish Open,2019060,no,no
kft,2019,2019-07-07,LECOM Health Challenge,118,no,no
euro,2019,2019-07-07,Dubai Duty Free Irish Open,2019058,no,no
pga,2019,2019-07-07,3M Open,525,yes,yes
euro,2019,2019-06-30,Estrella Damm N.A. Andalucía Masters hosted by the Sergio Garcia Foundation,2019056,no,no
kft,2019,2019-06-30,Utah Championship presented by Zions Bank,26,no,no
pga,2019,2019-06-30,Rocket Mortgage Classic,524,yes,yes
euro,2019,2019-06-23,BMW International Open,2019054,no,no
kft,2019,2019-06-23,Wichita Open Supporting Wichita's Youth,23,no,no
pga,2019,2019-06-23,Travelers Championship,34,yes,yes
pga,2019,2019-06-16,U.S. Open,26,yes,yes
kft,2019,2019-06-16,Lincoln Land Championship presented by LRS,122,no,no
pga,2019,2019-06-09,RBC Canadian Open,32,yes,yes
kft,2019,2019-06-09,BMW Charity Pro-Am presented by SYNNEX Corporation,37,no,no
kft,2019,2019-06-02,REX Hospital Open,48,no,no
euro,2019,2019-06-02,Belgian Knockout,2019048,no,no
pga,2019,2019-06-02,the Memorial Tournament presented by Nationwide,23,yes,yes
pga,2019,2019-05-26,Charles Schwab Challenge,21,yes,yes
euro,2019,2019-05-26,Made in Denmark presented by FREJA,2019046,no,no
kft,2019,2019-05-26,Evans Scholars Invitational,131,no,no
kft,2019,2019-05-19,Knoxville Open,11,no,no
pga,2019,2019-05-19,PGA Championship,33,yes,yes
kft,2019,2019-05-12,KC Golf Classic,100,no,no
euro,2019,2019-05-12,Betfred British Masters,2019042,no,no
pga,2019,2019-05-12,AT&T Byron Nelson,19,yes,yes
pga,2019,2019-05-05,Wells Fargo Championship,480,yes,yes
euro,2019,2019-05-05,Volvo China Open,2019040,no,no
kft,2019,2019-05-05,Nashville Golf Open Benefitting the Snedeker Foundation,120,no,no
kft,2019,2019-04-28,Dormie Network Classic at Briggs Ranch,132,no,no
euro,2019,2019-04-28,Trophee Hassan II,2019038,no,no
pga,2019,2019-04-21,RBC Heritage,12,yes,yes
kft,2019,2019-04-21,Robert Trent Jones Golf Trail Championship,133,no,no
pga,2019,2019-04-14,The Masters,14,no,no
pga,2019,2019-04-07,Valero Texas Open,41,yes,yes
pga,2019,2019-03-31,Corales Puntacana Resort & Club Championship,522,no,basic
kft,2019,2019-03-31,Savannah Golf Championship,128,no,no
euro,2019,2019-03-31,Hero Indian Open,2019031,no,no
euro,2019,2019-03-24,Maybank Championship,2019028,no,no
kft,2019,2019-03-24,Chitimacha Louisiana Open presented by MISTRAS,36,no,no
pga,2019,2019-03-24,Valspar Championship,475,yes,yes
pga,2019,2019-03-17,THE PLAYERS Championship,11,yes,yes
euro,2019,2019-03-17,Magical Kenya Open presented by Absa,2019026,no,no
pga,2019,2019-03-10,Arnold Palmer Invitational presented by Mastercard,9,yes,yes
euro,2019,2019-03-10,Commercial Bank Qatar Masters,2019024,no,no
euro,2019,2019-03-03,Oman Open,2019022,no,no
pga,2019,2019-03-03,The Honda Classic,10,yes,yes
pga,2019,2019-02-24,Puerto Rico Open,483,no,basic
pga,2019,2019-02-24,World Golf Championships-Mexico Championship,473,yes,yes
pga,2019,2019-02-17,Genesis Open,7,yes,yes
kft,2019,2019-02-17,LECOM Suncoast Classic,129,no,no
euro,2019,2019-02-17,ISPS Handa World Super 6 Perth,2019018,no,no
euro,2019,2019-02-10,ISPS Handa Vic Open,2019016,no,no
kft,2019,2019-02-10,Panama Championship,84,no,no
pga,2019,2019-02-10,AT&T Pebble Beach Pro-Am,5,partial,partial
euro,2019,2019-02-03,Saudi International powered by SBIA,2019014,no,no
kft,2019,2019-02-03,Country Club de Bogota Championship,104,no,no
pga,2019,2019-02-03,Waste Management Phoenix Open,3,yes,yes
euro,2019,2019-01-27,Omega Dubai Desert Classic,2019012,no,no
pga,2019,2019-01-27,Farmers Insurance Open,4,partial,partial
kft,2019,2019-01-23,The Bahamas Great Abaco Classic at The Abaco Club,125,no,no
pga,2019,2019-01-20,Desert Classic,2,partial,partial
euro,2019,2019-01-19,Abu Dhabi HSBC Championship presented by EGA,2019010,no,no
kft,2019,2019-01-16,The Bahamas Great Exuma Classic at Sandals Emerald Bay,124,no,no
pga,2019,2019-01-13,Sony Open in Hawaii,6,yes,yes
pga,2019,2019-01-06,Sentry Tournament of Champions,16,yes,yes
euro,2018,2018-12-16,Alfred Dunhill Championship,2019006,no,no
euro,2018,2018-12-09,South African Open hosted by the City of Johannesburg,2019004,no,no
pga,2018,2018-12-02,Hero World Challenge,478,no,basic
euro,2018,2018-12-02,Australian PGA Championship,2019002,no,no
euro,2018,2018-12-02,Afrasia Bank Mauritius Open at Anahita,2019003,no,no
euro,2018,2018-11-25,Honma Hong Kong Open presented by Amundi,2019000,no,no
pga,2018,2018-11-18,The RSM Classic,493,partial,partial
euro,2018,2018-11-18,"DP World Tour Championship, Dubai",2018090,no,no
pga,2018,2018-11-11,Mayakoba Golf Classic,457,no,basic
euro,2018,2018-11-11,Nedbank Golf Challenge hosted by Gary Player,2018089,no,no
pga,2018,2018-11-04,Shriners Hospitals for Children Open,47,yes,yes
euro,2018,2018-11-04,Turkish Airlines Open,2018088,no,no
pga,2018,2018-10-28,Sanderson Farms Championship,54,yes,yes
pga,2018,2018-10-28,World Golf Championships-HSBC Champions,489,no,basic
pga,2018,2018-10-21,THE CJ CUP @ NINE BRIDGES,521,no,basic
euro,2018,2018-10-21,Andalucia Valderrama Masters hosted by the Sergio Garcia Foundation,2018084,no,no
pga,2018,2018-10-14,CIMB Classic,494,no,basic
euro,2018,2018-10-14,Sky Sports British Masters,2018082,no,no
euro,2018,2018-10-07,Alfred Dunhill Links Championship,2018080,no,no
pga,2018,2018-10-07,Safeway Open,464,yes,yes
euro,2018,2018-09-23,Portugal Masters,2018078,no,no
pga,2018,2018-09-23,TOUR Championship,60,yes,yes
kft,2018,2018-09-20,Web.com Tour Championship,45,no,no
euro,2018,2018-09-16,KLM Open,2018076,no,no
kft,2018,2018-09-13,Albertsons Boise Open presented by Kraft Nabisco,27,no,no
euro,2018,2018-09-09,Omega European Masters,2018074,no,no
pga,2018,2018-09-09,BMW Championship,28,yes,yes
pga,2018,2018-09-03,Dell Technologies Championship,505,yes,yes
euro,2018,2018-09-02,Made In Denmark,2018072,no,no
kft,2018,2018-08-30,DAP Championship presented by NewBrick,119,no,no
euro,2018,2018-08-26,D+D Real Czech Masters,2018070,no,no
pga,2018,2018-08-26,THE NORTHERN TRUST,27,yes,yes
kft,2018,2018-08-23,Nationwide Children's Hospital Championship,94,no,no
euro,2018,2018-08-19,Nordea Masters,2018068,no,no
pga,2018,2018-08-19,Wyndham Championship,13,yes,yes
kft,2018,2018-08-16,WinCo Foods Portland Open presented by Kraft-Heinz,111,no,no
pga,2018,2018-08-12,PGA Championship,33,yes,yes
kft,2018,2018-08-09,Ellie Mae Classic at TPC Stonebrae,99,no,no
pga,2018,2018-08-05,World Golf Championships-Bridgestone Invitational,476,yes,yes
euro,2018,2018-08-05,Fiji International presented by Fiji Airways,2018065,no,no
kft,2018,2018-08-02,KC Golf Classic,100,no,no
pga,2018,2018-07-29,RBC Canadian Open,32,yes,yes
euro,2018,2018-07-29,Porsche European Open,2018062,no,no
kft,2018,2018-07-26,Price Cutter Charity Championship presented by Dr Pepper,22,no,no
pga,2018,2018-07-22,The Open Championship,100,no,no
pga,2018,2018-07-22,Barbasol Championship,518,yes,yes
kft,2018,2018-07-19,Pinnacle Bank Championship presented by Heartland Chevy Dealers,123,no,no
kft,2018,2018-07-15,Utah Championship presented by Zions Bank,26,no,no
pga,2018,2018-07-15,John Deere Classic,30,yes,yes
euro,2018,2018-07-15,Aberdeen Standard Investments Scottish Open,2018058,no,no
pga,2018,2018-07-08,A Military Tribute at The Greenbrier,490,yes,yes
euro,2018,2018-07-08,Dubai Duty Free Irish Open hosted by the Rory Foundation,2018056,no,no
kft,2018,2018-07-08,LECOM Health Challenge,118,no,no
kft,2018,2018-07-01,Lincoln Land Championship presented by LRS,122,no,no
pga,2018,2018-07-01,Quicken Loans National,471,yes,yes
euro,2018,2018-07-01,HNA Open de France,2018054,no,no
pga,2018,2018-06-24,Travelers Championship,34,yes,yes
euro,2018,2018-06-24,BMW International Open,2018052,no,no
kft,2018,2018-06-24,Wichita Open Supporting Wichita's Youth,23,no,no
pga,2018,2018-06-17,U.S. Open,26,no,no
euro,2018,2018-06-10,Shot Clock Masters,2018048,no,no
pga,2018,2018-06-10,FedEx St. Jude Classic,25,yes,yes
kft,2018,2018-06-10,Rust-Oleum Championship,112,no,no
kft,2018,2018-06-03,Rex Hospital Open,48,no,no
euro,2018,2018-06-03,Italian Open,2018046,no,no
pga,2018,2018-06-03,the Memorial Tournament presented by Nationwide,23,yes,yes
pga,2018,2018-05-27,Fort Worth Invitational,21,yes,yes
euro,2018,2018-05-27,BMW PGA Championship,2018044,no,no
kft,2018,2018-05-27,Nashville Golf Open Benefitting the Snedeker Foundation,120,no,no
euro,2018,2018-05-20,Belgian Knockout,2018042,no,no
kft,2018,2018-05-20,BMW Charity Pro-Am presented by SYNNEX Corporation,37,no,no
pga,2018,2018-05-20,AT&T Byron Nelson,19,yes,yes
pga,2018,2018-05-13,THE PLAYERS Championship,11,yes,yes
kft,2018,2018-05-13,Knoxville Open,11,no,no
euro,2018,2018-05-13,Rocco Forte Sicilian Open,2018040,no,no
pga,2018,2018-05-06,Wells Fargo Championship,480,yes,yes
kft,2018,2018-04-29,United Leasing & Finance Championship,106,no,no
euro,2018,2018-04-29,Volvo China Open,2018036,no,no
kft,2018,2018-04-22,North Mississippi Classic,127,no,no
pga,2018,2018-04-22,Valero Texas Open,41,yes,yes
euro,2018,2018-04-22,Trophee Hassan II,2018034,no,no
pga,2018,2018-04-15,RBC Heritage,12,yes,yes
euro,2018,2018-04-15,Open de España,2018032,no,no
pga,2018,2018-04-08,Masters Tournament,14,no,no
kft,2018,2018-04-01,Savannah Golf Championship,128,no,no
pga,2018,2018-04-01,Houston Open,20,yes,yes
kft,2018,2018-03-25,Chitimacha Louisiana Open presented by NACHER,36,no,no
pga,2018,2018-03-25,Corales Puntacana Resort & Club Championship,522,no,basic
pga,2018,2018-03-18,Arnold Palmer Invitational presented by Mastercard,9,yes,yes
euro,2018,2018-03-11,Hero Indian Open,2018022,no,no
pga,2018,2018-03-11,Valspar Championship,475,yes,yes
kft,2018,2018-03-11,El Bosque Mexico Championship by Innova,95,no,no
pga,2018,2018-03-04,World Golf Championships-Mexico Championship,473,yes,yes
euro,2018,2018-03-04,Tshwane Open,2018021,no,no
pga,2018,2018-02-25,The Honda Classic,10,yes,yes
euro,2018,2018-02-25,Commercial Bank Qatar Masters,2018018,no,no
euro,2018,2018-02-18,NBO Oman Open,2018016,no,no
pga,2018,2018-02-18,Genesis Open,7,yes,yes
kft,2018,2018-02-11,Club Colombia Championship,104,no,no
pga,2018,2018-02-11,AT&T Pebble Beach Pro-Am,5,partial,partial
kft,2018,2018-02-04,Panama Championship,84,no,no
pga,2018,2018-02-04,Waste Management Phoenix Open,3,yes,yes
euro,2018,2018-02-04,Maybank Championship,2018012,no,no
pga,2018,2018-01-28,Farmers Insurance Open,4,partial,partial
euro,2018,2018-01-28,Omega Dubai Desert Classic,2018010,no,no
kft,2018,2018-01-24,The Bahamas Great Abaco Classic at The Abaco Club,125,no,no
euro,2018,2018-01-21,Abu Dhabi HSBC Championship presented by EGA,2018008,no,no
pga,2018,2018-01-21,CareerBuilder Challenge,2,partial,partial
kft,2018,2018-01-16,The Bahamas Great Exuma Classic at Sandals Emerald Bay,124,no,no
euro,2018,2018-01-14,BMW SA Open hosted by the City of Ekurhuleni,2018004,no,no
pga,2018,2018-01-14,Sony Open in Hawaii,6,yes,yes
pga,2018,2018-01-07,Sentry Tournament of Champions,16,yes,yes
euro,2017,2017-12-10,Joburg Open,2017098,no,no
pga,2017,2017-12-03,Hero World Challenge,478,no,basic
euro,2017,2017-12-03,Australian PGA Championship,2017096,no,no
euro,2017,2017-12-03,AfrAsia Bank Mauritius Open,2017097,no,no
euro,2017,2017-11-26,UBS Hong Kong Open,2017095,no,no
pga,2017,2017-11-19,The RSM Classic,493,partial,partial
euro,2017,2017-11-19,"DP World Tour Championship, Dubai",2017094,no,no
euro,2017,2017-11-12,Nedbank Golf Challenge hosted by Gary Player,2017092,no,no
pga,2017,2017-11-12,OHL Classic at Mayakoba,457,no,basic
pga,2017,2017-11-05,Shriners Hospitals for Children Open,47,yes,yes
euro,2017,2017-11-05,Turkish Airlines Open,2017090,no,no
pga,2017,2017-10-29,World Golf Championships-HSBC Champions,489,no,basic
pga,2017,2017-10-29,Sanderson Farms Championship,54,yes,yes
euro,2017,2017-10-22,Andalucia Valderrama Masters hosted by the Sergio Garcia Foundation,2017086,no,no
pga,2017,2017-10-22,THE CJ CUP @ NINE BRIDGES,521,no,basic
pga,2017,2017-10-15,CIMB Classic,494,no,basic
euro,2017,2017-10-15,Italian Open,2017084,no,no
euro,2017,2017-10-08,Alfred Dunhill Links Championship,2017082,no,no
pga,2017,2017-10-08,Safeway Open,464,yes,yes
kft,2017,2017-10-01,Web.com Tour Championship,45,no,no
euro,2017,2017-10-01,British Masters supported by Sky Sports,2017080,no,no
euro,2017,2017-09-24,Portugal Masters,2017078,no,no
pga,2017,2017-09-24,TOUR Championship,60,yes,yes
kft,2017,2017-09-24,DAP Championship,119,no,no
euro,2017,2017-09-17,KLM Open,2017076,no,no
pga,2017,2017-09-17,BMW Championship,28,yes,yes
kft,2017,2017-09-17,Albertsons Boise Open presented by Kraft Nabisco,27,no,no
euro,2017,2017-09-10,Omega European Masters,2017074,no,no
pga,2017,2017-09-04,Dell Technologies Championship,505,yes,yes
kft,2017,2017-09-03,Nationwide Children's Hospital Championship,94,no,no
euro,2017,2017-09-03,D+D REAL Czech Masters,2017072,no,no
kft,2017,2017-08-27,WinCo Foods Portland Open presented by Kraft-Heinz,111,no,no
euro,2017,2017-08-27,Made In Denmark,2017070,no,no
pga,2017,2017-08-27,THE NORTHERN TRUST,27,yes,yes
kft,2017,2017-08-20,News Sentinel Open presented by Pilot,11,no,no
euro,2017,2017-08-20,Fiji International,2017068,no,no
pga,2017,2017-08-20,Wyndham Championship,13,yes,yes
kft,2017,2017-08-13,Price Cutter Charity Championship presented by Dr Pepper,22,no,no
pga,2017,2017-08-13,PGA Championship,33,yes,yes
pga,2017,2017-08-06,World Golf Championships-Bridgestone Invitational,476,yes,yes
kft,2017,2017-08-06,Ellie Mae Classic at TPC Stonebrae,99,no,no
pga,2017,2017-07-30,RBC Canadian Open,32,yes,yes
kft,2017,2017-07-30,Digital Ally Open,100,no,no
euro,2017,2017-07-30,Porsche European Open,2017060,no,no
pga,2017,2017-07-23,Barbasol Championship,518,yes,yes
kft,2017,2017-07-23,Pinnacle Bank Championship presented by Heartland Chevy Dealers,123,no,no
pga,2017,2017-07-23,The Open Championship,100,no,no
euro,2017,2017-07-16,Aberdeen Asset Management Scottish Open,2017056,no,no
kft,2017,2017-07-16,Utah Championship presented by Zions Bank,26,no,no
pga,2017,2017-07-16,John Deere Classic,30,yes,yes
euro,2017,2017-07-09,Dubai Duty Free Irish Open hosted by the Rory Foundation,2017054,no,no
pga,2017,2017-07-09,The Greenbrier Classic,490,yes,yes
kft,2017,2017-07-09,LECOM Health Challenge,118,no,no
euro,2017,2017-07-02,HNA Open de France,2017052,no,no
pga,2017,2017-07-02,Quicken Loans National,471,yes,yes
kft,2017,2017-07-02,Nashville Golf Open Benefitting the Snedeker Foundation,120,no,no
euro,2017,2017-06-25,BMW International Open,2017050,no,no
kft,2017,2017-06-25,Lincoln Land Charity Championship,122,no,no
pga,2017,2017-06-25,Travelers Championship,34,yes,yes
kft,2017,2017-06-18,Air Capital Classic Supporting Wichita's Youth,23,no,no
pga,2017,2017-06-18,U.S. Open,26,no,no
pga,2017,2017-06-11,FedEx St. Jude Classic,25,yes,yes
kft,2017,2017-06-11,Rust-Oleum Championship,112,no,no
euro,2017,2017-06-11,LYONESS OPEN powered by ORGANIC+,2017046,no,no
pga,2017,2017-06-04,the Memorial Tournament presented by Nationwide,23,yes,yes
kft,2017,2017-06-04,Rex Hospital Open,48,no,no
euro,2017,2017-06-04,Nordea Masters,2017044,no,no
euro,2017,2017-05-28,BMW PGA Championship,2017042,no,no
pga,2017,2017-05-28,DEAN & DELUCA Invitational,21,yes,yes
euro,2017,2017-05-21,"Rocco Forte Open - Verdura, Sicily",2017040,no,no
pga,2017,2017-05-21,AT&T Byron Nelson,19,yes,yes
kft,2017,2017-05-21,BMW Charity Pro-Am presented by SYNNEX Corporation,37,no,no
euro,2017,2017-05-14,Open de Portugal at Morgado Golf Resort,2017038,no,no
pga,2017,2017-05-14,THE PLAYERS Championship,11,yes,yes
kft,2017,2017-05-07,Corales Puntacana Resort and Club Championship,117,no,no
pga,2017,2017-05-07,Wells Fargo Championship,480,yes,yes
kft,2017,2017-04-30,El Bosque Mexico Championship by Innova,95,no,no
euro,2017,2017-04-30,Volvo China Open,2017034,no,no
pga,2017,2017-04-23,Valero Texas Open,41,yes,yes
euro,2017,2017-04-23,Shenzhen International,2017032,no,no
kft,2017,2017-04-23,United Leasing & Finance Championship,106,no,no
pga,2017,2017-04-16,RBC Heritage,12,yes,yes
euro,2017,2017-04-16,Trophee Hassan II,2017030,no,no
pga,2017,2017-04-09,Masters Tournament,14,no,no
pga,2017,2017-04-02,Shell Houston Open,20,yes,yes
kft,2017,2017-03-26,Chitimacha Louisiana Open presented by NACHER,36,no,no
pga,2017,2017-03-26,Puerto Rico Open,483,no,basic
pga,2017,2017-03-19,Arnold Palmer Invitational presented by Mastercard,9,yes,yes
pga,2017,2017-03-12,Valspar Championship,475,yes,yes
euro,2017,2017-03-12,Hero Indian Open,2017020,no,no
euro,2017,2017-03-05,Tshwane Open,2017018,no,no
pga,2017,2017-03-05,World Golf Championships-Mexico Championship,473,yes,yes
pga,2017,2017-02-26,The Honda Classic,10,yes,yes
euro,2017,2017-02-26,Joburg Open,2017014,no,no
kft,2017,2017-02-19,Panama Claro Championship,84,no,no
pga,2017,2017-02-19,Genesis Open,7,yes,yes
kft,2017,2017-02-12,Club Colombia Championship by Servientrega,104,no,no
euro,2017,2017-02-12,Maybank Championship,2017010,no,no
pga,2017,2017-02-12,AT&T Pebble Beach Pro-Am,5,partial,partial
euro,2017,2017-02-05,Omega Dubai Desert Classic,2017008,no,no
pga,2017,2017-02-05,Waste Management Phoenix Open,3,yes,yes
euro,2017,2017-01-29,Commercial Bank Qatar Masters,2017006,no,no
pga,2017,2017-01-29,Farmers Insurance Open,4,partial,partial
kft,2017,2017-01-25,The Bahamas Great Abaco Classic at The Abaco Club,125,no,no
pga,2017,2017-01-22,CareerBuilder Challenge,2,partial,partial
euro,2017,2017-01-22,Abu Dhabi HSBC Championship,2017004,no,no
pga,2017,2017-01-15,Sony Open in Hawaii,6,yes,yes
euro,2017,2017-01-15,BMW SA Open hosted by City of Ekurhuleni,2017002,no,no
kft,2017,2017-01-11,The Bahamas Great Exuma Classic at Sandals Emerald Bay,124,no,no
pga,2017,2017-01-08,SBS Tournament of Champions,16,yes,yes
